Title,Company,description,onsite_remote,salary,Location,criteria,datetime,Apply 
Data Analyst,Progressive Edge,"Cape Town (Fully remote is possible)A Fintech technology company has a new role available for skilled Data Analyst to join their Team. The organisation builds and offers various products and services from for small and medium enterprises from instant access to funding to all-in-one business banking accounts and cutting-edge financial analysis tools.The company strives to support SMEs in building their business and hope to find individuals who want to make a difference. As a company our Values are focused around Collaboration, commitment, being curious, connected and compassionate.Overall PurposeWe are looking for a confident Data Analyst to join our team. This role calls for an inquisitive and discerning individual with a true passion for data.As a member of the Data Science team, your primary focus will be to extract valuable insights from data, and create visualisations and reports for internal stakeholders, with a heavy focus on data quality and governance. You will not only enable enhanced business performance through data-driven insights, but also help us make smarter decisions to deliver even better products.Responsibilities:Analyse the stakeholder reporting requirements from a data and functional perspectiveIdentify, analyse and interpret trends in data setsInvestigate and resolve data issues by identifying issues and liaising effectively with appropriate business and tech teamsTransform and load the data into our standard database structureAcquire new data from various data sources and aggregate or consolidate data while maintaining quality assurance of data output to stakeholdersMonitor production runs to ensure accuracy and on-time delivery of reportsAdjust, maintain and configure existing ETL processes to ensure required data is made available within the data warehouseEngage in regular interaction with internal stakeholders to ensure that theyre being kept up-to-date with respect to data insightsAsk questions or escalate to find solutions where appropriateCo-ordinate and produce bespoke data setsProcess, cleanse, and verify the integrity of data used for analysisCollaborate with Data Scientists and Data Engineers on several projectsRequirements:BSc degree or similar field (or equivalent)Demonstrated work experience in data analysis and reporting within financial services or the fintech spaceStrong SQL skills required to write and debug SQL, experience with functions, stored procedures, tables, views, etc.3+ years experience with PostgreSQL and MSSQL3+ years of Python experienceExperience with visualisation tools, Mixpanel and Google Data Studio will be advantageousExcellent understanding of databases, data structures and conceptsExperience with Agile methodologiesStrong analytical skills with the ability to source, organise and analyse significant amounts of information with attention to detail and accuracyCan work quickly and accurately, within reasonable deadlinesEffective communicator (verbal, written and interpersonal) and presentation skillsAnalytical and problem-solving skillsAble to think creatively and relay insights from dataAbility to work well in a team as well as individually",onsite,NaN,"Cape Town, Western Cape, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2022-11-16,https://za.linkedin.com/jobs/view/data-analyst-at-progressive-edge-3359108592?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=u0fMX09v0QuZI8%2BQE%2BPT%2FQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Graduate,Smollan,"We are searching for exceptional graduates with a genuine interest in Data Analytics for our Internship Programme.Based within our dynamic trading environment, the programme is structured to give you the opportunity to learn and excel in your chosen field, all whilst working alongside the very best leaders in the businessAs a participant in the programme, you will be exposed to various business units and departments where you will be able to learn and gain an understanding of how the business functions. You can expect on-going learning, development and support as you launch your career.What are we looking for?Relevant Degree in the Computer Science/IT fieldGood communication skillsOrganisational commitmentTeamwork & collaborationRelationship buildingAgilityPlanning & prioritisationComputer literacy#CG",onsite,NaN,"Johannesburg, Gauteng, South Africa","[{'Seniority level': 'Internship'}, {'Employment type': 'Temporary'}, {'Job function': 'Supply Chain'}, {'Industries': 'Retail'}]",2022-11-04,https://za.linkedin.com/jobs/view/data-analyst-graduate-at-smollan-3342315672?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=Hqxdo1ZkCWDgU6O%2FraF3jA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (JHB),Datafin Recruitment,"Data Analyst (JHB) IT - Analyst, Data ManagementJohannesburg - GautengENVIRONMENT:HELP discover the information hidden in vast amounts of data and assist in decision making as the next Data Analyst sought by a cutting-edge UK-based Tech Group to join its team. The successful candidate will turn data into information, information into insights and insights into business decisions; identifying potential process improvements and conducting ad hoc analysis including Scenario Modelling & Impact Analysis. You must possess any Microsoft Business Intelligence (MSBI) Certification (Non-negotiable), have 3+ years work experience with SQL Server databases & T-SQL, Advanced Excel (Pivot, VLOOKUP, etc.), SSRS and good Applied Statistics skills, such as Distributions, Statistical Testing, Regression, etc.DUTIES:Identify potential process improvements and areas within the business for the BI team to get involved. Prepare reports and presentations and derive business insights. Ad hoc analysis (Scenario Modelling, Impact Analysis etc.). Develop, test, and implement data driven (SQL) reports. Identify new process improvement opportunities. Analyse customer behaviour, market trends and demographics. REQUIREMENTS:Any Microsoft Business Intelligence (MSBI) Certification (Non-negotiable). (70-461: Querying Data with Transact-SQL advantageous)3+ Years working experience with SQL Server databases and Transact-SQL. Advanced Excel (Pivot, VLOOKUP, etc.). Experience with SSRS. Database documentation experience. Project Management skills. Experience in building report models with visualisation tools (Power-BI advantageous). Good Applied Statistics skills, such as Distributions, Statistical Testing, Regression, etc. Machine Learning and Analytics experience advantageous. ATTRIBUTES:Excellent written and verbal skills. Strong analytical skills with the ability to collect, organise, analyse and disseminate significant amounts of information with attention to detail and accuracy. Apply for this Job",onsite,NaN,"Johannesburg, Gauteng, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2022-11-16,https://za.linkedin.com/jobs/view/data-analyst-jhb-at-datafin-recruitment-3355837850?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=Ok7%2BrbjLbR4RAbYBbRKxXg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Judicial Service of Ghana,"The Judicial Service of Ghana invites applications from suitably qualified persons for the following vacant position: Data AnalystSuccessful candidates will be required to perform the following duties: Interpret data, analyse results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimise statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/ data systems. identify, analyse and interpret trends or patterns in complex data sets. Filter and clean data by reviewing computer reports, printouts and performance indicators to locate and correct mode problems Work with Management to prioritise business and information needs Locate and define new processQualification Required & Experience Academic Certificate: Bachelor’s Degree (or higher) in quantitative areas such as Computer Science, Information Management, Big Data & Analytics, or related field is desired Professional Certificate: Relevant Database Data Analytics Certifications eg. CCA, EMCDSA, MCSE, CPA, SAS Certified Advanced Analytics Professional Using SAS 9, IBM Data Science Professional Certificate and Relevant SAP-accredited certifications are a plusExperience Minimum of three (3) years’ experience in Data Analytics, preferred.Location: AccraHow To Apply For The JobNB: Candidates must show evidence of completion of National Service.Applications Should Be Directed To The Address BelowThe Judicial SecretaryJudicial Service HeadquartersP. O. BOX 119AccraClosing Date: 19 January, 2021Prospective applicants should note that the Judicial Service does not use recruitment agencies, individuals, or internet sites in its recruitment process.",onsite,NaN,"Accra, Greater Accra Region, Ghana","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Administration of Justice'}]",2022-09-28,https://gh.linkedin.com/jobs/view/data-analyst-at-judicial-service-of-ghana-3324408856?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=fM35yvgKsQ7rLd1hZvm11Q%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Acuity Consultants,"As the DATA ANALYST, you will play the vital role of mining and analysing data to drive optimization and improvement of product development, marketing techniques, and business strategies. You will be responsible for acquiring data from various data sources and transforming it into interpretable datasets, reports, or dashboards. You will also be using machine learning techniques to select features and build and optimize classifiers.Desired SkillsMS SQLDB2HiveImpalaNetezzaXMLJSONPythonGLM/RegressionRandom ForestBoostingTreesMachine LearningData miningDesired Work Experience5 to 10 years Data Analysis / Data WarehousingAbout The EmployerSouth Africa's leading FINANCIAL SERVICES GROUP is looking to expand, they are currently driving complex data projects to increase the scale at which they cater investment solutions to their clients and are launching key strategies to provide wealth management solutions for the broader market.",onsite,NaN,"Cape Town, Western Cape, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2022-11-08,https://za.linkedin.com/jobs/view/data-analyst-at-acuity-consultants-3351346815?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=%2Boxipi6aGNAd9vmVKFkllg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Group Data Analyst,60 Degrees Ltd,"The opportunity that awaits you: A multinational International FMCG company is looking for an energetic Group Data Analyst to join their team.As a successful candidate, you would bring FMCG industry experience and would be responsible for Data analytics. If you are looking to take on a role that will one day lead to setting up your own Data hub team, then is opportunity is for you!Your key responsibilities:As the Group Data Analyst, you will be required to extract, manipulate, model, and analyse data from various sources to support the development of the BI platform and deliver reports. This role entails collaborating with business units to enhance the BI Platform and having a good understanding of data models and database design development.Our required expertise:Bachelor’s Degree in Computer science or information science is required.Minimum 5 years of technical experience with data analytics function.Experience with Qlik sense and PowerBI is required.5 years’ experience within the FMCG Industry. Please apply to directly or on our website (get link from VC)For more roles, please have a look at our website (www.60degrees.com). or follow us on LinkedIn (https://www.linkedin.com/company/10287263/) and Instagram (@60d_sixtydegrees).",onsite,NaN,"South-East District, Botswana","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology and Analyst'}, {'Industries': 'Food and Beverage Services and Retail'}]",2022-11-12,https://bw.linkedin.com/jobs/view/group-data-analyst-at-60-degrees-ltd-3357113678?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=MO5X2aj%2BfuipKUVB3aNnsw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,IQbusiness South Africa,"We are looking for a Data Analyst to join our dynamic and diverse team of Data Specialists at IQbusiness in Cape Town. We are seeking people that are passionate about using data to solve problems, to turn data into information and information into insight that will lead to informed business decisions. We are committed to growing each individual and providing them with the challenges, feedback and support needed to achieve success in their career.Key Responsibilities And/or OutputsInterpret data, analyze results and interpret trends enabling continuous improvement in data quality and overall business performanceCreate detailed specifications that specify data sources, data flows, data transformations, data storage and reportingProduce documentation such as source-to-target-maps, data dictionaries and data modelsCreate test cases and scenarios used to ensure quality assuranceInteract and collaborate with technical and business stakeholders to identify data sources, find data definitions for master and metadata as well as formulate and implement solutionsPromote the use of existing enterprise and divisional data standards to enhance data quality, ensure constant compliance and adherence to data governance principlesPromote reusability, maintainability, reliability, and scalability in design and development of data solutionsProcess live and confidential data according to specified guidelinesEvaluate changes and updates to source production systems that could impact reporting and eventually business decisionsRequirements3 – 6 years of experience in analyzing and using data to solve problemsMatric and Tertiary equivalent experience or preferably, an ICT relevant diploma or degreeKnowledge and/or experience in Data frameworks, practices and tooling (e.g. DAMA, Apache, etc)Demonstrates knowledge of database and data warehouse designProven experience building logical and physical data models using industry best practices, patterns and frameworksPractical technical experience using database management tools (SQL) and reporting tools (Power BI)Familiarity with BI methodologies such as Kimball and InmanHas analytical skills and demonstrates a deep interest in researchDemonstrates the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAbility to draw actionable insights from raw data and information to help further the business’s causeAbility to communicate well with different types of stakeholders, adapt to different project environments and play a flexible role in projectsHave a drivers' license and a willingness to travelPlease note that by applying to this position you are granting us permission to process your data for recruiting purposes. You may also be required to disclose your vaccine status pertaining to Covid-19.",onsite,NaN,"Cape Town, Western Cape, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Business Consulting and Services'}]",2022-10-18,https://za.linkedin.com/jobs/view/data-analyst-at-iqbusiness-south-africa-3319693148?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=KkX1g4ca0dvFrTlX0sG%2BPA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Fiberglass Structural Engineering,"Job Description In a nutshell Work collaboratively with Data & Analytics Manager and wider Bank colleagues within Sainsbury's Bank (SB) to deliver relevant management information and insight to allow the Insurance team to manage P&L, demand, sales, conduct and risk targets. Support introducer business through subject matter expertise in the data shared to support predictive/ preferential pricing. Liaise with Chief Data Office and wider team colleague to ensure the veracity of the Insurance data used within the bank and monitor and improve the accuracy of the wider SB data employed through the insurance model.Provision of data mining/extraction/analysis support for Head of Insurance, Heads of Category and Team colleagues via data access and analysis skills. Support Data & Analytics manager on all data quality issues, actions and required improvements across the Bank via Data Governance Forum and specifically for Insurance Team.What You Need To Do  Support the delivery of data, analytics and data governance within Insurances Team incorporating responsibilities for Management information, P& L forecasting & tracking of preferential pricing projects across all insurance products: Data Working knowledge of all Insurances data  Have a understanding of all data held by SB and Parent  Ability to provide data extraction and analysis for management and governance and preferential pricing  Data Governance Evidence adherence with data governance policies re. data quality and usage re. Insurances data in conjunction with the Chief Data Office  Management Information Produce relevant regular MI/BI reporting and analytics development in conjunction with the Insurances Team  Maintain an understanding of current metrics  Ensure accuracy of data and reporting  Provide analysis and insight from data  Support Chief data office in delivery of data extracts to support the preferential/predictive pricing models for both introducers and broker businesses  Preferential / Predictive Pricing Work in collaboration with Product management to deliver appropriate data and data correlation exercises  Support in-progress projects - ensuring data usage is accurate and in line with policy  Collaborate with Customer Insight, Data Science and Chief Data Office teams to ensure provision of relevant data sets for both merge and lookup feed processes  Deliver relevant MI to allow monitoring and delivery of business  Work with Data & Analytics Manager to support operational financial model Participate in discussions with internal parties on data matters  Provide data to support financial model in partnership with Decision Support Team  Follow data policies and processes in Insurances Team  Demonstrate good data quality and usage  Support the Insurances Team and provide high quality updates and papers as required to various committees and project working groups through provision of data and information  Be able to select the best of the available tools for the production and presentation of data and reports to maximise the utility  Automate the production of data MI/BI and reports What You Need To Know And Show A mathematical, statistics or scientific degree at minimum level 2:1 or relevant professional qualification.  Experience in a data analysis or similar commercial role  Strong analytical skills and commercial acumen  Preferably an experienced user of SQL, Python, PowerBI and Excel or similar analytical tools  Capable of interacting with, and extracting information from, a production data warehouse  Experience of delivering and disseminating management information across various levels of the business  Excellent written and verbal communication, stakeholder management, and relationship building skills, across all levels of the business including Senior Managers and Directors  Strong attention to detail with a desire for excellence in delivery and an appetite and drive to succeed  Demonstrate experience of working in a fast-paced hybrid working environment as part of a professional team  Ability to manage and coordinate changing priorities, understand 'what good looks like', and capable of multi-tasking  Living the Sainsbury's Group values through proactively taking responsibility, owning any issues arising and following through to resolve them (within their role remit). Recognise how their individual responsibility impacts team delivery and inspires others to do the same. Our BenefitsIn addition to the all- important competitive salary, pension & bonus offering, we totally get that life outside work is important to us all. So, we want to shout out some of our other great benefits...Flexible hybrid working from home with a base at one of our offices in: Edinburgh, London, Widnes or Milton Keynes. We are happy for you to be based in any of the above locations but please note that occasional travel will be required to our Edinburgh office.  Opportunity to buy extra holidays is on the table  Discounts on your weekly shop, buying a laptop or sofa? We've got it covered through your Sainsburys, Argos and Habitat store discount card  Cycle to work scheme and great coffee and cake! A Little About Us & Our CultureWe're proud of our heritage as the UK's first supermarket bank. As digital technology drives the banking landscape we want to be at the cutting edge of this technology, offering award winning innovative digital banking products to our customers. Technology is where we see our growth therefore, we need innovators to join us and drive the next phase of our evolution.We're a friendly bunch who collectively share a passion to make our customers' financial lives easier. As part of the wider Sainsbury's Group, being one of the UK's most trusted brands, it brings our colleagues a wealth of opportunities to fulfil their potential. Here, you can be part of something bigger and help to create a new approach that puts the customer at the heart of everything we do.Everyone is welcome at the Sainsbury's Group, and we're proud to be an equal opportunities employer that champions a diverse and inclusive culture that reflects the diversity of the communities we serve.Work-life balance is important to us, so we offer our colleagues as much flexibility as possible in line with the needs of their role. We trust them to decide how, where and when they work, combining remote and collaborative working with a flexible approach to hours within their working days, giving plenty of time and space for life outside of work whilst delivering against our business goals.If you're interested in applying and are excited about working with us but are unsure if you have the right skills and experience - we'd still love to hear from you! We'd also be happy to discuss more flexible working options such as job shares and part time working.As this role involves working within a regulated environment any offer will be subject to satisfactory background checks including criminal record check, credit check, fraud check and employment references",onsite,NaN,"North-West, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Part-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Plastics Manufacturing'}]",2022-11-10,https://za.linkedin.com/jobs/view/data-analyst-at-fiberglass-structural-engineering-3352698385?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=2DsWD60IuBVnUPyDkPaptA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Ithemba Recruitment,"Duties and responsibilities:Analyze and interpret data to produce meaningful resultsDevelop and Maintain data analysis reports per user requirements using large datasets in Excel.Simplify and automate existing reports.Design and set up SQL database solutions for data storage and integration across functional departments.Quality assurance on live data sets.Develop dashboard reporting in Power BI or equivalentUnderstand and apply database structuring and architectureQualifications and experience:Strong Excel skills for building, maintaining, and automating reports (essential).Experience in using Excel for advanced graphs and infographics (essential).Experience in PowerBI would be advantageous.Experience with setting up and maintaining databases would be advantageous.Scripting experience would be advantageous.Exposure to mining-related data/reporting systems would be advantageous.Matric, Math, and ScienceBSc or IT degree highly recommendedSQL Database administrator or similar experienceSQL Database DesignAdvanced experience in Excel and WordExperience in Power BI and/or Python is highly recommended.VBA scripting is highly recommended",onsite,NaN,"Rustenburg, North-West, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2022-10-19,https://za.linkedin.com/jobs/view/data-analyst-at-ithemba-recruitment-3356815296?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=8YIdjqZ0PG3r240AuivWLQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Digital Data Analyst,Cullinan Holdings Limited,"We are looking for a digital analyst to join our team of bright minds in our Cape Town office. This individual need to be a self-starter who is solution-orientated with a curiosity about data and how data guide marketing performance. We are looking for someone who can work closely with the rest of the digital team to drive performance of all marketing activities and campaigns.RequirementsMeasure and analyse marketing campaigns to understand how marketing channels can better drive engagement, conversions (leads) and overall ROAS and ROIDevelopment of reporting and measurements for marketing channels Design and create marketing performance management trackers, reports and dashboards Use analysis and insights to improve results of future marketing campaigns Advise how to use marketing channels to meet growth targets and marketing objectives Provide in-depth analysis and insights to help team understand growth drivers, and collaborate to ensure ongoing data-driven optimisation of initiatives Drive web optimisation efforts and lead projects/ongoing tasks related to search engine optimisation Manage Google Tag Manager and tracking of conversions, ensuring that all campaigns and web properties are tracked and measured correctly Build and optimise campaign landing pages and other web assets You will need:Experience with data mining and data analytics Advanced Excel and PowerPoint with experience in Google Data Studio (other reporting / dashboard tools advantageous) Expert in Google Analytics (certification advantageous) Experience with Google Tag Manager (certification advantageous) Experience with various advertising platforms (Google Ads and Facebook being the largest) Familiar with all facets of digital marketing Strong analytical, problem-solving and prioritisation skills Ability to work at appropriate levels of detail across operational, tactical and strategic issues Attention to detail in a high-pressure environment Ability to verbalise and visualise findings and results An interest in using technology to automate and scale key processes Highly organised and efficient, with an ability to work towards and meet tight deadlines Ability to work independently, productively, proactively and follow through on all responsibilities to bring projects to a successful conclusion Excellent communication and interpersonal skills, and ability to collaborate with diverse teams Ability to prioritise responsibilities and multiple projects that will impact the business at various levels",onsite,NaN,"Cape Town, Western Cape, South Africa","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2022-10-11,https://za.linkedin.com/jobs/view/digital-data-analyst-at-cullinan-holdings-limited-3346188327?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=erjOOojzTYxssB%2F7dMBlsw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,GoldmanTech (Stand-Out Staffing),Job DescriptionJoin an amazing company in the Life Insurance Industry today!We Require a Candidate With Diploma in Data analysis / Information sciences / IT At least Matric 2 or more years in data processing / cleaning / analysis 2 or more years in Insurance industry (or at least the financial services industry)Essential Knowledge (what must I know): Working knowledge of the regulatory environment which the company operates in. Understand the inherent risks of the business and specifically how it can be identified and managed in the data department. Understand the need for controls and standard procedures and be able to implement these controls. Have the ability to analyze data on a high level to identify anomalies and risks. Analyze data on a detailed level in areas where risks have been identified. Build and manage client relationships.Advantage Skills and Abilities (what must I be able to do / display) Excellent communication skills Excellent analytical skills Prioritise (and juggle) duties daily Advanced Microsoft Office (especially Excel) skills Some SQL knowledgeemail : finance.vacancy@stand-outstaffing.co.za,onsite,NaN,"Johannesburg, Gauteng, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2022-10-12,https://za.linkedin.com/jobs/view/data-analyst-at-goldmantech-stand-out-staffing-3339689638?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=IJfDIDOwDzBE2YRQl9Eg6Q%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Power BI),Network Contracting Solutions -a division of ADvTECH Resourcing,"Our company provides organizations of all sizes with the best, most trustworthy solutions. In the ever-evolving technology market, we believe that companies need reliable allies who can guide them through the challenges that accompany technological growth. We currently in search for a Data Analyst (Power BI) to join our amazing team and be part of a fully remote role.Qualifications/RequirementsSenior specialistExperience in - Power BI, SQL DB, AzureExperience of defining and configuring the security model within Power BI deploymentsExperience of working with SQL and knowledge of M (Power Query)Exposure to Azure or other cloud technology;Experience practicing Data Architecture dutiesDesired SkillsData analysisPower BISQLData Architecture",onsite,NaN,"Randburg, Gauteng, South Africa","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2022-11-09,https://za.linkedin.com/jobs/view/data-analyst-power-bi-at-network-contracting-solutions-a-division-of-advtech-resourcing-3352849067?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=Dc4H7htxydC7a%2F%2BLlSqlFA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Retail),Progressive Edge,"Intermediate Data Analyst (Retail)PermanentCape Town (must be based in Cape Town, Team works in a hybrid way)Purpose of the JobTo increase competitiveness and profitability of a product category by providing analysis, supporting, planning and executing the customer centric category strategy based on product assortment, pricing, promotions and product placement.The ideal candidate must have a passion for retail (FMCG) - sound channel and customer knowledge & understanding to develop effective in-store retail operations analysis.Possess an amazing flair for in-store retail analytics - generating options/alternatives, creating plans and making relevant connections to performance and commercial impacts.Be able to apply expertise and technology - delivering results and meeting customer expectations.This position requires one to be retail orientated and have financial and/or business acumen.Job ObjectivesBest practice research and adoption: in-store retail operations data mining and analysis.Build an understanding of the Division's data landscape, particularly as it pertains to the in-store retail operations context.Participate in defining business problems with appropriate questions and by proposing a specific analysis approach (full data pipeline).Apply sound data methods, integration and programming. Apply deeper data exploration and correlation analysis including building and deploying data models.Participate in identifying and adopting appropriate technology.QualificationsDegree or diploma in commerce, information or computer science discipline or analytics certification or equivalent- (preferred) but not essential if you have the right track record of delivery: specifically in the area of in-store retail operations orientated and full pipeline data analytics.ExperienceIdeally a minimum of 2-3 years experience in data and analytics in the FMCG Retail environment with great practical experiences and exposures in all facets of retail ideally in a fast paced and evolving environment. Must be operationally equipped and understand the immediate practical data inputs that make up a sound data framework in this retail context - (essential).Knowledge And SkillsSound knowledge of retail key performance indicator’sExcellent analytical skillsSolid advanced Microsoft Suite with Excel (advanced) - (essential)Report writing skills in Tableau software or similar - (essential)Strong understanding of data mining models, structures, theories, principles and practicesKnowledge of Business Intelligence and Data WarehousingAWS / cloudKnowledge of legislation relevant to the collection, storage and exploitation of customer data - (essential)Knowledge of data structures relevant to both operational and business intelligence systems - (essential)Skill in using the open source statistical package R, Python or similar - (advantageous, but not essential if the candidate have knowledge about excel, sql and tableau)Skills in using SQL in the data mining process, particularly for data preparationPresentation skills using Microsoft Office 365 powerpoint - (essential)Office 365 (outlook, sheets, docs, slides etc.) - (preferred)Sound English communication skills (essential)Good time management skills (essential)Good understanding of the data analysis process, from asking questions to presenting findings (essential)",onsite,NaN,"Cape Town, Western Cape, South Africa","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2022-11-16,https://za.linkedin.com/jobs/view/data-analyst-retail-at-progressive-edge-3359105758?refId=9MNs54ipZchosxRMNfh3Cg%3D%3D&trackingId=S5qgsLD6hISBtI9Uf8yDmQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Jumio Corporation,"Role Purpose:At Jumio, you will work for the market leader in online identity verification that is helping to make the digital world a safer place for everyone. As a Data Analyst, you will closely work with the teams responsible for the machine learning components at the heart of our products. You will own the delivery of data analyses that inform the optimization of the performance of our products as well as the delivery of reports and dashboards to track performance metrics and proactively identify improvements.Role Value:As a Data Analyst, you power data-driven decision making by providing thorough data analyses and by building reports and dashboards.Example Responsibilities:Liaising with product owners and engineering squads to collect and model requirements.Managing our internal customer success lifecycle.Translate requirements to SQL code.Take the initiative in building (or collaborating with other data analysts) to build custom dashboards that will help the analyst and the product team identify business opportunities.Designing reports, graphs, and other suitable material to convincingly present your findings to engineers and product managersProviding data analyses and trend modelling to optimise our productsCreate automatic alarms when anomalies are encounteredExperience and Qualifications:Industry experience in data visualisation techniques and statistical analysis.Experience with BI and data visualisation tools.Experience in stakeholder management and agile delivery.Ability to create business stories and insights about the data.Good knowledge of Python: pandas, numpy, matplotlib (or seaborn).Basic algorithms and data structure knowledge.SQL proficiency.Understands core concepts of data science/MLBasic data mining knowledge like k-means clustering, linear/logistic regressions, decision trees, familiarity with sklearn.Bonus Qualifications:Experience with DatabricksExperience with PySparkExperience with Airflow or other pipeline frameworksKey Characteristics and Attitudes:In a recent global survey these attributes were valued by Jumios in all locations and functions - we firmly believe in hiring for attitude as well as skill.Friendly and supportiveTeam playerAdaptable and flexibleArticulate and persuasiveHigh IQ and EQCurious and coachableCommercially AwareResilient and tenaciousBig picture and the detailWork:Jumio AI Labs in Montreal is one of three R&D centres at Jumio, alongside Vienna, Austria and Bangalore, India. Located in downtown Montreal, we focus on R&D in computer vision as well as general Machine Learning. We deliver components that power Jumio’s market leading products. Jumio Montreal is a diverse team of engineers from a variety of countries that all enjoy collaboration, knowledge sharing, being curious and driving advancements in Machine Learning and ID Verification. Our Montreal Office is also a cultural hub where we celebrate unity in diversity through team-building activities and highlight every cultural event happening around the world.Jumio Values:IDEAL: Integrity, Diversity, Empowerment, Accountability, Leading InnovationEqual Opportunities: Jumio is a collaboration of people with different ideas, strengths, interests and cultures. We welcome applications and colleagues from all backgrounds and of all statuses.About Jumio:Jumio is a B2B technology company dedicated to eradicating online identity fraud, money laundering and other financial crimes to help make the internet safer. We leverage AI, biometrics, machine learning, liveness detection and automation to create solutions that are trusted by leading brands worldwide and respected by industry thought leaders.Jumio is the leading provider of online identity verification, eKYC and AML solutions. With a global footprint, we’re expanding the team to meet strong client demand across a range of industries including Financial Services, Travel, Sharing Economy, Fintech, Gaming, and others.Applicant Data Privacy We will only use your personal information in connection with Jumio’s application, recruitment, and hiring processes, as described in Jumio’s Applicant Privacy Notice. If you have any questions or comments, please send an email to privacy@jumio.com.",remote,NaN,"Canada, Moyen-Chari, Chad","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2022-11-07,https://td.linkedin.com/jobs/view/data-analyst-at-jumio-corporation-3349458191?refId=hGJjcDQmTZV0oRt5ofYyJg%3D%3D&trackingId=j9iGADsI%2B6847m9K2FT1ig%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
